Title,Artist,Nationality,Gender,BeginDate,EndDate,release_year,Department,appt_made_date
Judgement of Paris (Urteils des Paris) from Classical Legends (Antike Legenden),Lovis Corinth,(German),(Male),-1858,-1925,2001),**Prints & Illustrated Books**,2015-03-27T00:00:00
The Mountain,Lee Mullican,(American),(Male),-1919,-1998,2006,**Prints & Illustrated Books**,2015-03-27T00:00:00
Canoe,Alex Katz,(American),(Male),-1927,,2016),**Prints & Illustrated Books**,2015-03-27T00:00:00
lines of wreckage (lovesongs for assholes) #2,Banks Violette,(American),(Male),-1973,,2001S,**Drawings**,2015-04-01T00:00:00
Typewriter VIII from Typewriter,William Kentridge,(South African),(Male),-1955,,2017,**Prints & Illustrated Books**,2015-04-01T00:00:00
Plate (page 39) from LES IDYLLES,Henri Laurens,(French),(Male),-1885,-1954,2016s,**Prints & Illustrated Books**,2015-04-03T00:00:00
Untitled,Louise Bourgeois,(American),(Female),-1911,-2010,2017s,**Prints & Illustrated Books**,2015-04-01T00:00:00
Some Arachnids,Joyce Sills,(American),(Female),-1940,,2013,**Prints & Illustrated Books**,2015-04-01T00:00:00
Nourish the Collapse,Yutaka Matsuzawa,(Japanese),(Male),-1922,-2006,2016),**Prints & Illustrated Books**,2015-04-01T00:00:00
Panoramic snapshots from an album of the family of the Czar of Russia,Unknown,(),(),,,2017s,**Photography**,2015-04-01T00:00:00
Plate (page 319) from LES PETITES FLEURS,Émile Bernard,(French),(Male),-1868,-1941,2016,**Prints & Illustrated Books**,2015-04-03T00:00:00
Piano Seduto,Jay Kyu Lee,(Korean),(Male),-1964,,2017C,**Architecture & Design**,2015-04-01T00:00:00
"Duke Natural, 1968",Hank Willis Thomas,(American),(Male),-1976,,2017(,**Photography**,2015-04-01T00:00:00
Costume design for the opera Satyagraha: European Man,Robert Israel,(American),(Male),-1939,,2016,**Drawings**,2015-04-03T00:00:00
In-text plate (folio 19 verso) from À TOUTE ÉPREUVE,Joan Miró,(Spanish),(Male),-1893,-1983,2016),**Prints & Illustrated Books**,2015-04-03T00:00:00
Keyboard Dances,Philip Corner,(American),(Male),-1933,,2017s,**Prints & Illustrated Books**,2015-04-01T00:00:00
Theater der Stadt Münster I. W. letterhead,Max Burchartz,(German),(Male),-1887,-1961,2016,**Architecture & Design**,2015-04-01T00:00:00
Charm Tumblers,Hagbard Elis Bergh,(Swedish),(Male),-1881,-1954,2017C,**Architecture & Design**,2015-04-01T00:00:00
Map - South Harrow Station,Unkn Graph Art/des - British,(British),(),,,2017(,**Architecture & Design**,2015-04-01T00:00:00
"Advertising Technique, no. 1 (1)",Nikolai Sedelnikov,(Russian),(Male),-1905,-1994,2016,**Drawings**,2015-04-03T00:00:00
HÔTEL DE CHANAC. 127 RUE DE GRENELLE,Eugène Atget,(French),(Male),-1857,-1927,2017),**Photography**,2015-04-01T00:00:00
Ninth unbound plate from Leaders et enfants nus,Jean Ipoustéguy,(French),(Male),-1920,-2006,2016C,**Prints & Illustrated Books**,2015-04-01T00:00:00
Pulcinella: costume design for Pulcinella,Eugene Berman,(American),(Male),-1899,-1972,1992S,**Drawings**,2015-04-03T00:00:00
Reforma appelmost,Henny Cahn,(Dutch),(Male),,,2001),**Architecture & Design**,2015-04-01T00:00:00
"Snow White + the Seven Pixels, An Evening with April Greiman",April Greiman,(American),(Female),-1948,,2006,**Architecture & Design**,2015-04-01T00:00:00
Santa Fe,Lee Friedlander,(American),(Male),-1934,,2016),**Photography**,2015-04-03T00:00:00
Pebble Beach,Wynn Bullock,(American),(Male),-1902,-1975,2001S,**Photography**,2015-04-01T00:00:00
Untitled from The Nude,Carroll Dunham,(American),(Male),-1949,,2017,**Prints & Illustrated Books**,2015-04-01T00:00:00
Panel for Edwin R. Campbell No. 4,Vasily Kandinsky,(French),(Male),-1866,-1944,2016s,**Painting & Sculpture**,2015-04-01T00:00:00
UN COIN À SENLIS,Eugène Atget,(French),(Male),-1857,-1927,2017s,**Photography**,2015-04-01T00:00:00
"Veshch, no. 3",El Lissitzky,(Russian),(Male),-1890,-1941,2013,**Prints & Illustrated Books**,2015-04-01T00:00:00
Never Tell a Pal a Hard Luck Story (You'll Only Get a Hard Luck Story in Return),Rodney Graham Band,(),(),,,2016),**Prints & Illustrated Books**,2015-04-01T00:00:00
Plate (page 39) from RYTHMES-COULEURS,Sonia Delaunay-Terk,(French),(Female),-1885,-1979,2017s,**Prints & Illustrated Books**,2015-04-01T00:00:00
ST. OUEN L'AUMÔNE. PORTAIL,Eugène Atget,(French),(Male),-1857,-1927,2016,**Photography**,2015-04-01T00:00:00
Page 27 from CATALOGUE OF PRINTS,Jean Charlot,(American),(Male),-1898,-1979,2017C,**Prints & Illustrated Books**,2015-04-01T00:00:00
Storm All-Weather Safety Whistle,Dr. Howard Wright,(American),(),-1956,,2017(,**Architecture & Design**,2015-04-01T00:00:00
"Judith before Holofernes (Judith vor Holofernes) (in-text plate, folio 21) from Das Buch Judith (The Book of Judith)",Lovis Corinth,(German),(Male),-1858,-1925,2016,**Prints & Illustrated Books**,2015-04-01T00:00:00
Vase,Louis Comfort Tiffany,(American),(Male),-1848,-1933,2016),**Architecture & Design**,2015-04-01T00:00:00
"U.S.S.R. Tenth Anniversary, Our Good Wishes",Unknown,(Nationality Unknown),(),,,2017s,**Architecture & Design**,2015-04-01T00:00:00
Cold Happy Bird,John Lurie,(American),(Male),-1952,,2016,**Drawings**,2015-04-01T00:00:00
Fe,Joseph Beuys,(German),(Male),-1921,-1986,2017C,**Drawings**,2015-04-01T00:00:00
"Variant of in-text plate from page 98 with +remarque- (supplementary suite, plate 37) from LYSISTRATA",František Kupka,(Czech),(Male),-1871,-1957,2017(,**Prints & Illustrated Books**,2015-04-01T00:00:00
Living Elsewhere,Wang Jianwei,(Chinese),(Male),-1958,,2016,**Media and Performance Art**,2015-04-01T00:00:00
Now the Pine-Tree's Waving Top Gently Greets the Morning Gale (Poster for Underground Electric Railways Company),E. McKnight Kauffer,(American),(Male),-1890,-1954,2017),**Architecture & Design**,2015-04-03T00:00:00
"Two polymer printing plates, from the making of the eighth gathering of Gastronomy. A Catalogue of books & manuscripts on cookery…c. 1517-2006….Catalogue thirteen",Ben Kinmont,(American),(Male),-1963,,2016C,**Prints & Illustrated Books**,2015-04-01T00:00:00
"Miami, Florida",Rosalind Fox Solomon,(American),(Female),-1930,,1992S,**Photography**,2015-04-01T00:00:00
Iskusstvo kommuny,Natan Al'tman,(Russian),(Male),-1889,-1971,2001),**Prints & Illustrated Books**,2015-04-01T00:00:00
Isadora Duncan,Abraham Walkowitz,(American),(Male),-1878,-1965,2006,**Drawings**,2015-04-01T00:00:00
Untitled. (two young women),Michael Schmidt,(German),(Male),-1945,-2014,2016),**Photography**,2015-04-01T00:00:00
Back endpapers (Vorsatz) from Umbra Vitae (Shadow of Life),Ernst Ludwig Kirchner,(German),(Male),-1880,-1938,2001S,**Prints & Illustrated Books**,2015-04-01T00:00:00
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,(),(),,,2017,**Prints & Illustrated Books**,2015-04-01T00:00:00
Aquarela do Brasil,Wilfred Jackson,(American),(Male),-1906,-1988,2016s,**Film**,2015-04-03T00:00:00
Avatar,James Cameron,(Canadian),(Male),-1954,,2017s,**Film**,2015-04-01T00:00:00
Pont de Varsòvia (Warsaw Bridge),Daria Esteva,(),(Female),,,2013,**Film**,2015-04-01T00:00:00
Untitled (Lick),Lyle Starr,(American),(Male),-1962,,2016),**Drawings**,2015-04-01T00:00:00
Pliers,Louise Bourgeois,(American),(Female),-1911,-2010,2017s,**Prints & Illustrated Books**,2015-04-01T00:00:00
Your Name Spelled with Objects: Alison Knowles,George Maciunas,(American),(Male),-1931,-1978,2016,**Prints & Illustrated Books**,2015-04-01T00:00:00
"Le Monocle, the Bar, Paris.  On the Left is Lulu de Montparnasse",Brassaï (Gyula Halász),(French),(Male),-1899,-1984,2017C,**Photography**,2015-04-01T00:00:00
"Interiors, The Berlin Studies of Jacob and Wilhelm Grimm",Rodney Graham,(Canadian),(Male),-1949,,2017(,**Prints & Illustrated Books**,2015-04-03T00:00:00
Lavandula Angustifolia,Joan Fontcuberta,(Spanish),(Male),-1955,,2016,**Photography**,2015-04-01T00:00:00
Untitled (interior),Eugène Atget,(French),(Male),-1857,-1927,2016),**Photography**,2015-04-01T00:00:00
I Got Up...,On Kawara,(Japanese),(Male),-1933,,2017s,**Painting & Sculpture**,2015-04-01T00:00:00
"Bill ""Bojangles"" Robinson. Richmond, Virginia",Lee Friedlander,(American),(Male),-1934,,2016,**Photography**,2015-04-01T00:00:00
"Spaulding Gallery for Japanese Prints Project, Boston, Massachusetts",Frank Lloyd Wright,(American),(Male),-1867,-1959,2017C,**Architecture & Design**,2015-04-01T00:00:00
Wrigley's Spearmint Gum,Otis Shepard,(American),(Male),-1894,-1969,2017(,**Architecture & Design**,2015-04-01T00:00:00
BAKHALWAD TANK. GENERAL VIEW OF TANK,Unknown,(),(),,,2016,**Photography**,2015-04-01T00:00:00
"Tubular-steel upholstered armchair, LR 36-104A (Elevations and plan)",Lilly Reich,(German),(Female),-1885,-1947,2017),**Architecture & Design**,2015-04-01T00:00:00
Hide and Seek,Shinagawa Takumi,(Japanese),(Male),-1908,-2009,2016C,**Prints & Illustrated Books**,2015-04-01T00:00:00
HÔTEL DE CHANAC. 127 RUE DE GRENELLE,Eugène Atget,(French),(Male),-1857,-1927,1992S,**Photography**,2015-04-01T00:00:00
Port des Tuileries,Eugène Atget,(French),(Male),-1857,-1927,2001),**Photography**,2015-04-01T00:00:00
Ornament (page 41) from POÈSIES ANTILLAISES,Henri Matisse,(French),(Male),-1869,-1954,2006,**Prints & Illustrated Books**,2015-04-01T00:00:00
The Fringe of the Mere,Peter Henry Emerson,(British),(Male),-1856,-1936,2016),**Photography**,2015-04-01T00:00:00
Tailpiece (page 16) from LES HOMMES ABANDONNÉS,Maurice de Vlaminck,(French),(Male),-1876,-1958,2001S,**Prints & Illustrated Books**,2015-04-01T00:00:00
"8:54 pm, 11/13/03",Brian DeGraw,(American),(Male),-1974,,2017,**Drawings**,2015-04-01T00:00:00
"HAMADRYADS, GIRLS OF THE WOODLANDS (in-text plate, page 101) from LES ÉGLOGUES",Aristide Maillol,(French),(Male),-1861,-1944,2016s,**Prints & Illustrated Books**,2015-04-01T00:00:00
Ancient of Days,Bill Viola,(American),(Male),-1951,,2017s,**Media and Performance Art**,2015-04-01T00:00:00
"Stockholm Master Plan, project",Jean Tschumi,(Swiss),(Male),-1904,-1962,2013,**Architecture & Design**,2015-04-01T00:00:00
"Untitled, no. 30 of 34, from the illustrated book, Ode à l'Oubli",Louise Bourgeois,(American),(Female),-1911,-2010,2016),**Prints & Illustrated Books**,2015-04-01T00:00:00
CHOCOLATE SYRUP (HERSHEY'S) from the portfolio STAINS,Edward Ruscha,(American),(Male),-1937,,2017s,**Prints & Illustrated Books**,2015-04-01T00:00:00
"White Branches, Mono Lake, California",Ansel Adams,(American),(Male),-1902,-1984,2016,**Photography**,2015-04-01T00:00:00
Plate (page 121) from LE SATIRICON,Othon Friesz,(French),(Male),-1879,-1949,2017C,**Prints & Illustrated Books**,2015-04-01T00:00:00
"57"" Center-Point Drawing",Richard Tuttle,(American),(Male),-1941,,2017(,**Drawings**,2015-04-01T00:00:00
Page 28 from CATALOGUE OF PRINTS,Jean Charlot,(American),(Male),-1898,-1979,2016,**Prints & Illustrated Books**,2015-04-02T00:00:00
"Reich Apartments in the The Dwelling of our Time, German Building Exhibition, Berlin, Germany (Floorplan)",Lilly Reich,(German),(Female),-1885,-1947,2016),**Architecture & Design**,2015-04-02T00:00:00
Cab in Havana,Jules Pascin,(American),(Male),-1885,-1930,2017s,**Drawings**,2015-04-02T00:00:00
Asbestos,Raymond Pettibon,(American),(Male),-1957,,2016,**Prints & Illustrated Books**,2015-04-02T00:00:00
Courthouse Interior:  Perspective Sketch,Ludwig Mies van der Rohe,(American),(Male),-1886,-1969,2017C,**Architecture & Design**,2015-04-02T00:00:00
Kilta Covered Containers,Kaj Franck,(Finnish),(Male),-1911,-1989,2017(,**Architecture & Design**,2015-04-02T00:00:00
Venetian Blind,Jan Dibbets,(Dutch),(Male),-1941,,2016,**Photography**,2015-04-02T00:00:00
Great Waiting,Henri Pribik,(Czech),(Male),-1944,,2017),**Photography**,2015-04-02T00:00:00
"Solomon R. Guggenheim Museum, New York (Cutaway perspective of the reception)",Frank Lloyd Wright,(American),(Male),-1867,-1959,2016C,**Architecture & Design**,2015-04-02T00:00:00
Rug Designs,Frank Lloyd Wright,(American),(Male),-1867,-1959,1992S,**Architecture & Design**,2015-04-02T00:00:00
St. Mary Hatch,Graham Sutherland,(British),(Male),-1903,-1980,2001),**Prints & Illustrated Books**,2015-04-02T00:00:00
BONJEAN,L. Pierson,(French),(),,,2006,**Photography**,2015-04-02T00:00:00
Untitled,John Armleder,(Swiss),(Male),-1948,,2016),**Prints & Illustrated Books**,2015-04-02T00:00:00
No Time for Accidents - We Need Ships,Pat Keely,(British),(Male),,,2001S,**Architecture & Design**,2015-04-02T00:00:00
New Shelton Wet/Dry Doubledecker,Jeff Koons,(American),(Male),-1955,,2017,**Painting & Sculpture**,2015-04-02T00:00:00
On the Way to the Surface with Zeek Sheck and Sugar,Xenon Straub,(American),(Female),-1972,,2016s,**Drawings**,2015-04-02T00:00:00
"Untitled, plate 9 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,(American),(Female),-1911,-2010,2017s,**Prints & Illustrated Books**,2015-04-02T00:00:00
"Sculpture Vivante (Living Sculpture), Festival of Misfits, Gallery One, London, October 23- November 8, 1962",Ben Vautier,(French),(Male),-1935,,2013,**Prints & Illustrated Books**,2015-04-02T00:00:00
Longtime Beauty,Katerina Lanfranco,(Canadian),(Female),-1978,,2016),**Drawings**,2015-04-02T00:00:00
Swatter (for Parkett no. 81),Ai Weiwei,(Chinese),(Male),-1957,,2017s,**Prints & Illustrated Books**,2015-04-02T00:00:00
S-M152 -1,Jan De Cock,(Belgian),(Male),-1976,,2016,**Photography**,2015-04-02T00:00:00
"Arrangement (Fugue) (plate, folio 37) from 23 Gravures",Amédée Ozenfant,(French),(Male),-1886,-1966,2017C,**Prints & Illustrated Books**,2015-04-02T00:00:00
Rocking the Great Walls,Victor Huey,(),(Male),,,2017(,**Media and Performance Art**,2015-04-02T00:00:00
Städtisches Hochbaumt letterhead (Letter to Max Cetto),Unknown,(German),(),,,2016,**Architecture & Design**,2015-04-02T00:00:00
Western Stylemasters,Ger van Elk,(Dutch),(Male),-1941,-2014,2016),**Prints & Illustrated Books**,2015-04-02T00:00:00
Untitled from Cubes in Color on Color,Sol LeWitt,(American),(Male),-1928,-2007,2017s,**Prints & Illustrated Books**,2015-04-02T00:00:00
(Untitled) (Profile of a Man's Head),Michael Spano,(American),(Male),-1949,,2016,**Photography**,2015-04-02T00:00:00
Wall Display,Thomas Hirschhorn,(Swiss),(Male),-1957,,2017C,**Drawings**,2015-04-02T00:00:00
Untitled (Soledad Brothers),Llewellyn Xavier,(British),(Female),-1942,,2017(,**Prints & Illustrated Books**,2015-04-02T00:00:00
New York City,Lee Friedlander,(American),(Male),-1934,,2016,**Photography**,2015-04-02T00:00:00
"Aux Vieilles Tapisseries: 44 Sentences de Louise Bourgeois, text 39 of 44",Louise Bourgeois,(American),(Female),-1911,-2010,2017),**Prints & Illustrated Books**,2015-04-02T00:00:00
In-text plate (page 348) from LA 628-E8,Pierre Bonnard,(French),(Male),-1867,-1947,2016C,**Prints & Illustrated Books**,2015-04-02T00:00:00
Untitled,Jules Pascin,(American),(Male),-1885,-1930,1992S,**Drawings**,2015-04-02T00:00:00
Plate (folio 56) from BOOK,Stephen Antonakos,(American),(Male),-1926,-2013,2001),**Prints & Illustrated Books**,2015-04-02T00:00:00
Beast,Karel Appel,(Dutch),(Male),-1921,-2006,2006,**Drawings**,2015-04-02T00:00:00
Plate (facing folio 22) from CATHAY,Francesco Clemente,(Italian),(Male),-1952,,2016),**Prints & Illustrated Books**,2015-04-02T00:00:00
Plate (page 25) from LES VOIX,Roberto Matta,(Chilean),(Male),-1911,-2002,2001S,**Prints & Illustrated Books**,2015-04-02T00:00:00
New England Landscape II,Yasuo Kuniyoshi,(American),(Male),-1889,-1953,2017,**Prints & Illustrated Books**,2015-04-02T00:00:00
Equivalents,Alfred Stieglitz,(American),(Male),-1864,-1946,2016s,**Photography**,2015-04-02T00:00:00
Self Portrait,Louise Bourgeois,(American),(Female),-1911,-2010,2017s,**Prints & Illustrated Books**,2015-04-02T00:00:00
Yellow and Silver A-B from an untitled series,Takeshi Kawashima,(Japanese),(Male),-1930,,2013,**Prints & Illustrated Books**,2015-04-02T00:00:00
Plate (folio 39) from LES TRAVAUX ET LES JEUX,André Derain,(French),(Male),-1880,-1954,2016),**Prints & Illustrated Books**,2015-04-02T00:00:00
"Untitled, no. 7 of 34, from the illustrated book, Ode à l'Oubli",Louise Bourgeois,(American),(Female),-1911,-2010,2017s,**Prints & Illustrated Books**,2015-04-02T00:00:00
Areia 13,José Yalenti,(Brazilian),(Male),-1895,-1967,2016,**Photography**,2015-04-02T00:00:00
An Anthropological consideration of ethics in project art practices,Ben Kinmont,(American),(Male),-1963,,2017C,**Prints & Illustrated Books**,2015-04-02T00:00:00
Untitled,Matthew Monahan,(American),(Male),-1972,,2017(,**Drawings**,2015-04-02T00:00:00
"Somisa Building, Buenos Aires, Argentina,",Mario Roberto Álvarez,(Argentine),(Male),-1913,-2011,2016,**Architecture & Design**,2015-04-02T00:00:00
Queen Anne's Lace,Anthony Gross,(British),(Male),-1905,-1984,2016),**Prints & Illustrated Books**,2015-04-02T00:00:00
Pont-Neuf,Eugène Atget,(French),(Male),-1857,-1927,2017s,**Photography**,2015-04-03T00:00:00
Still to Be Spoken,Martin Boyce,(Scottish),(Male),-1967,,2016,**Painting & Sculpture**,2015-04-03T00:00:00
"Untitled, plate 5 of 5, from the illustrated book, The Laws of Nature",Louise Bourgeois,(American),(Female),-1911,-2010,2017C,**Prints & Illustrated Books**,2015-04-03T00:00:00
In-text plate (page 14) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),(French),(Male),-1887,-1965,2017(,**Prints & Illustrated Books**,2015-04-03T00:00:00
Military Side Chair,Gerrit Rietveld,(Dutch),(Male),-1888,-1964,2016,**Architecture & Design**,2015-04-03T00:00:00
Homage to Robert Adam,Joyce Kozloff,(American),(Female),-1942,,2017),**Prints & Illustrated Books**,2015-04-03T00:00:00
"UNDER THE BROOKLYN BRIDGE (plate, folio 36) from YOUR HOUSE IS MINE",Lady Pink,(American),(Female),,,2016C,**Prints & Illustrated Books**,2015-04-06T00:00:00
Wisconsin,Lee Friedlander,(American),(Male),-1934,,1992S,**Photography**,2015-04-03T00:00:00
Privilege,Yvonne Rainer,(American),(Female),-1934,,2001),**Film**,2015-04-03T00:00:00
"Home Furnishings from the U.S., November 1952",Arndt,(German),(),-1898,-1976,2006,**Architecture & Design**,2015-04-03T00:00:00
Close No. 37 High Street,Thomas Annan,(British),(Male),-1829,-1887,2016),**Photography**,2015-04-03T00:00:00
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,(American),(Female),-1947,,2001S,**Drawings**,2015-04-03T00:00:00
Mrs. N. (Mrs. Ada Nolde) [Frau N. (Frau Ada Nolde)],Emil Nolde,(German),(Male),-1867,-1956,2017,**Prints & Illustrated Books**,2015-04-03T00:00:00
Mannheimer Kultur- und Dokumentarfilm-Woche,Hans Heinrich Palitzsch,(German),(Male),-1912,,2016s,**Architecture & Design**,2015-04-03T00:00:00
Ohne Titel / Untitled (Wenn Sie wollen…) from Book Drafts,Rosemarie Trockel,(German),(Female),-1952,,2017s,**Drawings**,2015-04-03T00:00:00
Ocean,Jasper Johns,(American),(Male),-1930,,2013,**Prints & Illustrated Books**,2015-04-03T00:00:00
Untitled,Jan Groover,(American),(Female),-1943,-2012,2016),**Photography**,2015-04-03T00:00:00
Starfield,Vija Celmins,(American),(Female),-1938,,2017s,**Prints & Illustrated Books**,2015-04-03T00:00:00
"Title page from LIVRET DE FOLASTRIES, À JANOT PARISIEN",Aristide Maillol,(French),(Male),-1861,-1944,2016,**Prints & Illustrated Books**,2015-04-03T00:00:00
